Time,Date,Computer Name,User Agent String,IP Address,Source IP,URL,Action,Bytes Sent,Bytes Received
13:24:58,10/19/2024,Workstation-008,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",122.153.87.87,10.10.10.186,https://www.wilson-barrett.info/,Allowed,1906,61003
13:21:13,10/19/2024,Workstation-002,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,126.166.76.134,10.10.10.140,http://www.green-martin.com/,Allowed,68840,50366
13:07:54,10/20/2024,Workstation-001,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",186.186.204.242,10.10.10.42,http://lara-taylor.net/,Allowed,74632,28904
13:57:19,10/18/2024,Workstation-003,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,216.31.35.130,10.10.10.18,https://www.garner.com/,Allowed,16194,28471
13:46:05,10/18/2024,Workstation-006,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,132.73.44.43,10.10.10.173,http://www.garcia.com/,Allowed,39639,33178
13:59:59,10/20/2024,Workstation-009,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",98.63.57.101,10.10.10.238,http://www.kaiser.info/,Allowed,16828,8777
13:57:33,10/18/2024,Workstation-005,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",172.91.89.202,10.10.10.2,https://www.wilson.com/,Allowed,34106,23059
13:03:51,10/18/2024,Workstation-004,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",156.223.123.186,10.10.10.150,http://www.porter.com/,Allowed,33848,36693
13:52:40,10/18/2024,Workstation-010,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",212.141.44.70,10.10.10.13,https://baker-williams.com/,Blocked,30752,24466
13:34:10,10/19/2024,Workstation-005,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",220.229.40.237,10.10.10.197,https://www.collins.com/,Allowed,57634,17712
13:40:46,10/20/2024,Workstation-006,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",161.125.11.87,10.10.10.172,http://james.com/,Allowed,46262,8606
13:46:15,10/19/2024,Workstation-009,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",139.195.59.65,10.10.10.49,https://www.thompson.com/,Blocked,11555,87020
13:33:24,10/20/2024,Workstation-010,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",117.48.231.40,10.10.10.158,https://shaw-lopez.com/,Blocked,52397,9091
13:07:24,10/20/2024,Workstation-005,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",196.78.213.137,10.10.10.50,https://lozano.com/,Blocked,61931,43396
13:46:38,10/19/2024,Workstation-004,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,70.197.94.220,10.10.10.74,http://www.mitchell.com/,Allowed,94481,47967
13:12:13,10/19/2024,Workstation-001,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,88.47.193.7,10.10.10.222,http://www.baldwin.net/,Blocked,7362,24087
13:39:23,10/20/2024,Workstation-006,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",178.148.199.213,10.10.10.64,http://benson-delacruz.com/,Allowed,64462,30669
13:34:56,10/19/2024,Workstation-005,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",192.184.207.24,10.10.10.201,https://howard-jones.net/,Blocked,97010,72555
13:27:13,10/18/2024,Workstation-004,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",135.29.123.96,10.10.10.16,https://www.mcdowell-riley.org/,Blocked,77765,46733
13:41:18,10/20/2024,Workstation-005,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",116.204.183.222,10.10.10.97,http://www.jacobs.com/,Blocked,27119,71087
13:51:52,10/19/2024,Workstation-005,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,21.219.254.240,10.10.10.246,http://www.myers-munoz.info/,Blocked,46756,69043
13:29:42,10/19/2024,Workstation-003,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,219.177.147.16,10.10.10.13,http://www.chen-anderson.com/,Blocked,58053,4718
13:52:38,10/19/2024,Workstation-001,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",141.140.60.171,10.10.10.73,https://thompson.com/,Blocked,53304,20562
13:52:24,10/20/2024,Workstation-002,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",18.124.120.79,10.10.10.181,http://hill-adkins.biz/,Allowed,19409,30071
13:31:12,10/20/2024,Workstation-004,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",81.143.195.160,10.10.10.171,http://sims.com/,Blocked,80884,5290
13:56:45,10/20/2024,Workstation-001,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,140.212.27.51,10.10.10.68,https://www.huynh-elliott.com/,Allowed,85743,57293
13:37:50,10/19/2024,Workstation-006,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,83.66.5.91,10.10.10.37,https://owen.com/,Allowed,10392,36839
13:22:28,10/20/2024,Workstation-009,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,187.193.79.100,10.10.10.228,http://www.cox-cuevas.com/,Blocked,22373,34942
13:49:36,10/20/2024,Workstation-003,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",143.61.112.74,10.10.10.151,http://howell-khan.com/,Blocked,55336,94859
13:03:37,10/19/2024,Workstation-007,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,63.61.59.157,10.10.10.146,https://johnson.info/,Blocked,15367,57985
13:48:23,10/20/2024,Workstation-007,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",122.34.127.9,10.10.10.184,https://www.trevino.com/,Allowed,52722,60722
13:14:54,10/18/2024,Workstation-010,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",178.94.40.51,10.10.10.177,http://johnson.com/,Allowed,45240,94741
13:54:37,10/20/2024,Workstation-008,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,193.44.141.157,10.10.10.15,http://frye-nguyen.info/,Blocked,63879,51177
13:27:11,10/19/2024,Workstation-010,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",85.186.154.58,10.10.10.182,https://www.martinez.com/,Blocked,99818,41855
13:50:31,10/19/2024,Workstation-008,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,19.104.252.61,10.10.10.207,https://www.davis.com/,Blocked,39152,14575
13:03:07,10/18/2024,Workstation-006,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",84.26.219.159,10.10.10.93,https://www.munoz.com/,Blocked,8166,96298
13:43:50,10/20/2024,Workstation-006,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,45.26.234.237,10.10.10.190,https://perez.com/,Allowed,75764,30259
13:42:21,10/18/2024,Workstation-008,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",55.103.163.238,10.10.10.196,https://nichols.info/,Blocked,61872,34907
13:57:35,10/19/2024,Workstation-006,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,24.186.112.120,10.10.10.163,https://sharp-ryan.com/,Allowed,77856,23137
13:07:28,10/19/2024,Workstation-001,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,116.53.219.140,10.10.10.58,https://evans.com/,Blocked,48325,28604
13:32:50,10/18/2024,Workstation-009,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,146.246.167.73,10.10.10.143,http://www.nguyen-johnson.info/,Allowed,84706,13735
13:59:22,10/20/2024,Workstation-009,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",62.189.9.135,10.10.10.245,https://www.wright.com/,Blocked,53690,12465
13:31:41,10/20/2024,Workstation-010,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",212.196.161.96,10.10.10.215,https://morales-stevens.info/,Allowed,28936,89473
13:49:22,10/19/2024,Workstation-001,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",138.49.4.125,10.10.10.59,http://martinez.com/,Allowed,88466,70494
13:07:48,10/20/2024,Workstation-008,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",61.183.187.90,10.10.10.58,https://www.bates-watson.org/,Blocked,86345,30292
13:12:15,10/19/2024,Workstation-003,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,156.147.152.1,10.10.10.79,https://kennedy.com/,Allowed,15149,89201
13:43:03,10/18/2024,Workstation-005,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",222.129.153.13,10.10.10.62,http://www.tran-krueger.com/,Blocked,47017,89827
13:57:04,10/20/2024,Workstation-002,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",124.254.15.218,10.10.10.220,http://www.gibson.com/,Blocked,26405,50616
13:14:18,10/19/2024,Workstation-009,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",206.202.206.200,10.10.10.100,http://www.blake.info/,Blocked,39079,87241
13:58:53,10/18/2024,Workstation-008,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,217.217.63.160,10.10.10.8,http://wang.net/,Blocked,52124,82738
13:27:59,10/20/2024,Workstation-005,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",47.126.156.88,10.10.10.214,http://www.burke-barber.info/,Allowed,46534,60288
13:23:54,10/19/2024,Workstation-008,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",126.151.129.178,10.10.10.248,http://sanchez.biz/,Allowed,96886,36606
13:00:30,10/19/2024,Workstation-001,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",189.41.25.58,10.10.10.76,http://crawford-sosa.biz/,Blocked,43483,85239
13:19:14,10/20/2024,Workstation-009,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,167.149.138.56,10.10.10.241,https://henson-morgan.com/,Allowed,43806,36415
13:54:10,10/18/2024,Workstation-010,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,82.159.200.196,10.10.10.131,http://www.obrien.org/,Allowed,45407,28090
13:15:12,10/19/2024,Workstation-005,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",99.237.149.184,10.10.10.192,https://www.lang.info/,Allowed,7998,60750
13:49:17,10/20/2024,Workstation-007,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",164.230.144.96,10.10.10.183,https://www.cruz.com/,Blocked,18439,2929
13:16:01,10/20/2024,Workstation-008,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",46.24.42.49,10.10.10.155,http://nunez.com/,Blocked,48860,84624
13:13:39,10/18/2024,Workstation-006,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",214.191.222.194,10.10.10.83,https://freeman-lane.net/,Blocked,4596,20223
13:25:03,10/18/2024,Workstation-007,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,34.154.107.134,10.10.10.231,https://walker.com/,Allowed,12873,10004
13:33:24,10/19/2024,Workstation-005,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,206.153.90.251,10.10.10.132,https://schmidt.biz/,Allowed,34336,93163
13:36:53,10/19/2024,Workstation-002,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",143.96.136.105,10.10.10.213,https://alvarez.com/,Allowed,48366,92268
13:04:02,10/20/2024,Workstation-001,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,12.87.212.226,10.10.10.230,http://banks.com/,Blocked,45628,72906
13:52:34,10/20/2024,Workstation-001,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",218.27.220.99,10.10.10.166,http://www.frazier.com/,Blocked,76212,52647
13:03:35,10/19/2024,Workstation-005,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",61.211.159.147,10.10.10.214,http://taylor-simmons.info/,Allowed,10301,6728
13:38:39,10/20/2024,Workstation-010,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",128.117.172.237,10.10.10.167,http://wilson-adkins.com/,Blocked,76072,59169
13:35:31,10/20/2024,Workstation-001,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,210.114.178.221,10.10.10.248,http://www.mccarthy.net/,Allowed,64700,93478
13:55:46,10/18/2024,Workstation-004,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",88.161.148.12,10.10.10.175,https://www.jones.org/,Allowed,28736,22716
13:14:09,10/19/2024,Workstation-010,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",151.148.208.236,10.10.10.209,https://www.turner.com/,Blocked,60173,37305
13:15:28,10/19/2024,Workstation-005,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",61.94.196.127,10.10.10.197,https://www.byrd-gay.info/,Blocked,90279,7317
